"","species_id","bwg_name","domain","kingdom","phylum","subphylum","class","subclass","ord","subord","family","subfamily","tribe","genus","species","functional_group","BS1","BS2","BS3","BS4","BS5","LO1","LO2","LO3","LO4","LO5","LO6","LO7","MD1","MD2","MD3","MD4","MD5","MD6","MD7","MD8","BF1","BF2","BF3","BF4","stage","length_mm","biomass_type","biomass_mg","provenance","provenance_species","closest_relative","num_relatives","shared_taxon","r_squared","sample_size","intercept","slope","abundance","ln_intercept"
"66","3451","Diptera.529","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Canacidae",NA,NA,NA,NA,"piercer",0,3,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"67","3456","Diptera.521","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,"piercer",0,3,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"68","3461","Diptera.522","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,"piercer",0,3,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"69","3466","Diptera.523","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,"piercer",0,3,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"70","3471","Diptera.30","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,"piercer",0,3,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"71","3476","Coleoptera.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera",NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,2,2,1,1,0,0,0,1,1,1,3,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"72","3481","Diptera.31","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,"piercer",0,3,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"73","3486","Diptera.32","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,"piercer",0,3,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"74","3491","Diptera.35","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,"piercer",0,3,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"75","3496","Diptera.36","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,"piercer",0,3,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"76","3501","Diptera.37","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,"piercer",0,3,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"77","3506","Diptera.438","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,"piercer",0,3,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"78","3511","Diptera.500","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"79","3516","Diptera.509","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"80","3521","Diptera.409","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Forcipomyia",NA,"gatherer",0,3,0,0,0,0,0,0,3,1,0,0,0,2,2,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"81","3526","Coleoptera.5","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera",NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,2,2,1,1,0,0,0,1,1,1,3,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"82","3531","Diptera.425","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Forcipomyia",NA,"gatherer",0,3,0,0,0,0,0,0,3,1,0,0,0,2,2,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"83","3536","Diptera.498","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Stilobezzia",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"84","3541","Diptera.44","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae",NA,NA,NA,NA,"gatherer",1,2,2,0,0,0,0,3,2,1,0,0,2,2,2,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"85","3546","Diptera.115","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Forcipomyia",NA,"gatherer",0,3,0,0,0,0,0,0,3,1,0,0,0,2,2,0,0,0,0,0,0,0,3,0,"larva",5,"dry",0.0637591235729322,"length.raw","exact",NA,NA,NA,NA,NA,NA,NA,1,NA
"86","3546","Diptera.115","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Forcipomyia",NA,"gatherer",0,3,0,0,0,0,0,0,3,1,0,0,0,2,2,0,0,0,0,0,0,0,3,0,"larva",4,"dry",0.06375,"length.raw","exact",NA,NA,NA,NA,NA,NA,NA,1,NA
"87","3546","Diptera.115","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Forcipomyia",NA,"gatherer",0,3,0,0,0,0,0,0,3,1,0,0,0,2,2,0,0,0,0,0,0,0,3,0,"larva",2,"dry",0.0098,"length.raw","exact",NA,NA,NA,NA,NA,NA,NA,1,NA
"88","3546","Diptera.115","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Forcipomyia",NA,"gatherer",0,3,0,0,0,0,0,0,3,1,0,0,0,2,2,0,0,0,0,0,0,0,3,0,"larva",3,"dry",0.0255582462868924,"length.raw","exact",NA,NA,NA,NA,NA,NA,NA,1,NA
"89","3546","Diptera.115","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Forcipomyia",NA,"gatherer",0,3,0,0,0,0,0,0,3,1,0,0,0,2,2,0,0,0,0,0,0,0,3,0,"larva",1,"dry",0.00745353151361547,"length.interpolate","exact",NA,NA,NA,0.436677365566844,30,-2.12763790799293,1.26566298904057,1,NA
"90","3546","Diptera.115","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Forcipomyia",NA,"gatherer",0,3,0,0,0,0,0,0,3,1,0,0,0,2,2,0,0,0,0,0,0,0,3,0,"larva",6,"dry",0.0719845558708498,"length.interpolate","exact",NA,NA,NA,0.436677365566844,30,-2.12763790799293,1.26566298904057,1,NA
"91","3551","Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,"larva",3.26,"dry",0.0239724836628212,"length.interpolate","exact",NA,NA,NA,0.0609958638754985,21,-1.78901977883054,0.328774403172554,1,NA
"92","3551","Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,"larva",3.56,"dry",0.0246764604371782,"length.interpolate","exact",NA,NA,NA,0.0609958638754985,21,-1.78901977883054,0.328774403172554,1,NA
"93","3551","Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,"larva",1.63,"dry",0.0190871934076749,"length.interpolate","exact",NA,NA,NA,0.0609958638754985,21,-1.78901977883054,0.328774403172554,1,NA
"94","3551","Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,"larva",0.74,"dry",0.0147226828864834,"length.interpolate","exact",NA,NA,NA,0.0609958638754985,21,-1.78901977883054,0.328774403172554,1,NA
"95","3551","Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,"larva",2.32,"dry",0.0214359786228263,"length.interpolate","exact",NA,NA,NA,0.0609958638754985,21,-1.78901977883054,0.328774403172554,1,NA
"96","3551","Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,"larva",2.22,"dry",0.0211276996154975,"length.interpolate","exact",NA,NA,NA,0.0609958638754985,21,-1.78901977883054,0.328774403172554,1,NA
"97","3551","Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,"larva",1.23,"dry",0.0173995782107124,"length.interpolate","exact",NA,NA,NA,0.0609958638754985,21,-1.78901977883054,0.328774403172554,1,NA
"98","3551","Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,"larva",1.73,"dry",0.0194645194746808,"length.interpolate","exact",NA,NA,NA,0.0609958638754985,21,-1.78901977883054,0.328774403172554,1,NA
"99","3551","Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,"larva",1.09,"dry",0.0167218797374137,"length.interpolate","exact",NA,NA,NA,0.0609958638754985,21,-1.78901977883054,0.328774403172554,1,NA
"100","3551","Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,"larva",2.72,"dry",0.0225868336447147,"length.interpolate","exact",NA,NA,NA,0.0609958638754985,21,-1.78901977883054,0.328774403172554,1,NA
"101","3551","Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,"larva",1.98,"dry",0.0203477382377336,"length.interpolate","exact",NA,NA,NA,0.0609958638754985,21,-1.78901977883054,0.328774403172554,1,NA
"102","3551","Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,"larva",2.62,"dry",0.0223103805718649,"length.interpolate","exact",NA,NA,NA,0.0609958638754985,21,-1.78901977883054,0.328774403172554,1,NA
"103","3551","Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,"larva",1.83,"dry",0.0198274754839049,"length.interpolate","exact",NA,NA,NA,0.0609958638754985,21,-1.78901977883054,0.328774403172554,1,NA
"104","3551","Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,"larva",1.48,"dry",0.0184908942572566,"length.interpolate","exact",NA,NA,NA,0.0609958638754985,21,-1.78901977883054,0.328774403172554,1,NA
"105","3551","Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,"larva",1.58,"dry",0.0188926807708074,"length.interpolate","exact",NA,NA,NA,0.0609958638754985,21,-1.78901977883054,0.328774403172554,1,NA
"106","3551","Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,"larva",2.02,"dry",0.0204819798909693,"length.interpolate","exact",NA,NA,NA,0.0609958638754985,21,-1.78901977883054,0.328774403172554,1,NA
"107","3556","Diptera.444","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"108","3561","Diptera.445","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,"gatherer",0,0,3,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"109","3566","Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",4.15,"dry",0.0102721168126625,"length.interpolate","exact",NA,NA,NA,0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"110","3566","Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",2.12,"dry",0.0242706476149315,"length.interpolate","exact",NA,NA,NA,0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"111","3566","Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",1.09,"dry",0.0568741366401755,"length.interpolate","exact",NA,NA,NA,0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"112","3566","Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",2.22,"dry",0.0228800736349121,"length.interpolate","exact",NA,NA,NA,0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"113","3566","Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",4.54,"dry",0.0091564271189419,"length.interpolate","exact",NA,NA,NA,0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"114","3566","Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",2.47,"dry",0.0199587067884314,"length.interpolate","exact",NA,NA,NA,0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"115","3566","Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",1.78,"dry",0.0303571786859168,"length.interpolate","exact",NA,NA,NA,0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"116","3566","Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",2.72,"dry",0.0176413586894655,"length.interpolate","exact",NA,NA,NA,0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"117","3566","Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",1.73,"dry",0.0314848232781878,"length.interpolate","exact",NA,NA,NA,0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"118","3566","Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",2.37,"dry",0.0210430383175547,"length.interpolate","exact",NA,NA,NA,0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"119","3566","Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",3.36,"dry",0.0134603574216929,"length.interpolate","exact",NA,NA,NA,0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"120","3566","Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",1.48,"dry",0.038447861589946,"length.interpolate","exact",NA,NA,NA,0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"121","3566","Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",1.63,"dry",0.0339783883568761,"length.interpolate","exact",NA,NA,NA,0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"122","3566","Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",1.98,"dry",0.0264888344775669,"length.interpolate","exact",NA,NA,NA,0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"123","3566","Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",4.79,"dry",0.00854920444753055,"length.interpolate","exact",NA,NA,NA,0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"124","3566","Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",2.62,"dry",0.0185078611970084,"length.interpolate","exact",NA,NA,NA,0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"125","3571","Diptera.446","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Bezzia",NA,"piercer",0,1,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"126","3576","Diptera.46","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Bezzia",NA,"piercer",0,1,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"127","3581","Coleoptera.6","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera",NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,2,2,1,1,0,0,0,1,1,1,3,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"128","3586","Diptera.47","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Sphaeromias",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",5.46,"dry",0.0072300745991138,"length.interpolate","related","Diptera.45",2,"subfamily",0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"129","3586","Diptera.47","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Sphaeromias",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",3.9,"dry",0.0111224783350736,"length.interpolate","related","Diptera.45",2,"subfamily",0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"130","3586","Diptera.47","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Sphaeromias",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",7.78,"dry",0.00459493943240697,"length.interpolate","related","Diptera.45",2,"subfamily",0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"131","3586","Diptera.47","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Sphaeromias",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",2.72,"dry",0.0176413586894655,"length.interpolate","related","Diptera.45",2,"subfamily",0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
"132","3586","Diptera.47","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Sphaeromias",NA,"piercer",0,0,3,0,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",7.47,"dry",0.00484044295322474,"length.interpolate","related","Diptera.45",2,"subfamily",0.280373160285646,4,-1.19717544823335,-1.28010199611326,1,NA
